5604 lagli -2 0.000000 0.000000 0.000000
5605 lagli -2 302.755847 0.738348 0.261652
5606 lagli -2 302.755847 0.737728 0.262272
5607 lagli -2 302.755847 0.737108 0.262892
5608 lagli -2 302.755847 0.736489 0.263511
5609 lagli -2 302.755847 0.735869 0.264131
5610 lagli -2 302.755847 0.735249 0.264751
5611 lagli -2 302.755847 0.734629 0.265371
5612 lagli -2 302.755847 0.734010 0.265990
5613 lagli -2 302.755847 0.733390 0.266610
5614 lagli -2 302.755847 0.732770 0.267230
5615 lagli -2 302.755847 0.732150 0.267850
5616 lagli -2 302.755847 0.731530 0.268470
5617 lagli -2 302.755847 0.730911 0.269089
5618 lagli -2 302.755847 0.730291 0.269709
5619 lagli -2 302.755847 0.729671 0.270329
5620 lagli -2 302.755847 0.729051 0.270949
5621 lagli -2 302.755847 0.728432 0.271568
5622 lagli -2 302.755847 0.727812 0.272188
5623 lagli -2 302.755847 0.727192 0.272808
5624 lagli -2 302.755847 0.726572 0.273428
5625 lagli -2 302.755847 0.725953 0.274047
5626 lagli -2 302.755847 0.725333 0.274667
5627 lagli -2 302.755847 0.724713 0.275287
5628 lagli -2 302.755847 0.724093 0.275907
5629 lagli -2 302.755847 0.723474 0.276526
5630 lagli -2 302.755847 0.722854 0.277146
5631 lagli -2 302.755847 0.722234 0.277766
5632 lagli -2 302.755847 0.721614 0.278386
5633 lagli -2 302.755847 0.720995 0.279005
5634 lagli -2 302.755847 0.720375 0.279625
5635 lagli -2 302.755847 0.719755 0.280245
5636 lagli -2 302.755847 0.719135 0.280865
5637 lagli -2 302.755847 0.718516 0.281484
5638 lagli -2 302.755847 0.717896 0.282104
5639 lagli -2 302.755847 0.717276 0.282724
5640 lagli -2 302.755847 0.716656 0.283344
5641 lagli -2 302.755847 0.716037 0.283963
5642 lagli -2 302.755847 0.715417 0.284583
5643 lagli -2 302.755847 0.714797 0.285203
5644 lagli -2 302.755847 0.714177 0.285823
5645 lagli -2 302.755847 0.713558 0.286442
5646 lagli -2 302.755847 0.712938 0.287062
5647 lagli -2 302.755847 0.712318 0.287682
5648 lagli -2 302.755847 0.711698 0.288302
5649 lagli -2 302.755847 0.711079 0.288921
5650 lagli -2 302.755847 0.710459 0.289541
5651 lagli -2 302.755847 0.709839 0.290161
5652 lagli -2 302.755847 0.709219 0.290781
5653 lagli -2 302.755847 0.708600 0.291400
5654 lagli -2 302.755847 0.707980 0.292020
5655 lagli -2 302.755847 0.707360 0.292640
5656 lagli -2 302.755847 0.706740 0.293260
5657 lagli -2 302.755847 0.706121 0.293879
5658 lagli -2 302.755847 0.705501 0.294499
5659 lagli -2 302.755847 0.704881 0.295119
5660 lagli -2 302.755847 0.704261 0.295739
5661 lagli -2 302.755847 0.703641 0.296359
5662 lagli -2 302.755847 0.703022 0.296978
5663 lagli -2 302.755847 0.702402 0.297598
5664 lagli -2 302.755847 0.701782 0.298218
5665 lagli -2 302.755847 0.701162 0.298838
5666 lagli -2 302.755847 0.700543 0.299457
5667 lagli -2 302.755847 0.699923 0.300077
5668 lagli -2 302.755847 0.699303 0.300697
5669 lagli -2 302.755847 0.698683 0.301317
5670 lagli -2 302.755847 0.698064 0.301936
5671 lagli -2 302.755847 0.697444 0.302556
5672 lagli -2 302.755847 0.696824 0.303176
5673 lagli -2 302.755847 0.696204 0.303796
5674 lagli -2 302.755847 0.695585 0.304415
5675 lagli -2 302.755847 0.694965 0.305035
5676 lagli -2 302.755847 0.694345 0.305655
5677 lagli -2 302.755847 0.693725 0.306275
5678 lagli -2 302.755847 0.693106 0.306894
5679 lagli -2 302.755847 0.692486 0.307514
5680 lagli -2 302.755847 0.691866 0.308134
5681 lagli -2 302.755847 0.691246 0.308754
5682 lagli -2 302.755847 0.690627 0.309373
5683 lagli -2 302.755847 0.690007 0.309993
5684 lagli -2 302.755847 0.689387 0.310613
5685 lagli -2 302.755847 0.688767 0.311233
5686 lagli -2 302.755847 0.688148 0.311852
5687 lagli -2 302.755847 0.687528 0.312472
5688 lagli -2 302.755847 0.686908 0.313092
5689 lagli -2 302.755847 0.686288 0.313712
5690 lagli -2 302.755847 0.685669 0.314331
5691 lagli -2 302.755847 0.685049 0.314951
5692 lagli -2 302.755847 0.684429 0.315571
5693 lagli -2 302.755847 0.683809 0.316191
5694 lagli -2 302.755847 0.683190 0.316810
5695 lagli -2 302.755847 0.682570 0.317430
5696 lagli -2 302.755847 0.681950 0.318050
5697 lagli -2 302.755847 0.681330 0.318670
5698 lagli -2 302.755847 0.680711 0.319289
5699 lagli -2 302.755847 0.680091 0.319909
5700 lagli -2 302.755847 0.679471 0.320529
5701 lagli -2 302.755847 0.678851 0.321149
5702 lagli -2 302.755847 0.678232 0.321768
